리뷰 번호,리뷰 원문,카테고리
117846,하 제가 거의 초창기 모델 지금까지 쓰는게 배터리 수명이 생각보다 짧아서 두개 다 충전된거 꺼내자마자 방전되어서 배터리를 새로 살까 이참에 신형으로 바꿀까 고민인데 새로 사야겠네요  사실은 로봇청소기 먼저 살까 했었거든요,배터리
117852,청소하고남 개운할 것 같아요베터리 걱정도 없고 소음까지 없으니 좋네요,배터리and소음
117866,저도 먼지통 뒤로 나오는 경우는 거의 없는 것 같은데 as문의해보세요 전 3년차 되니 배터리 수명이 무선은 이게 아쉬워요,배터리
117876,먼지흡입기 없는 버전인데 먼지 많이 날리네요 저 먼지흡입기 탐나네요,위생
117877,자동 먼지비움 진짜 유용하고 좋은기능인거 같아요 너무 탐나여,유지관리and유지관리and유지관리
117879,인테리어 효과 확실하고 자랑하고 싶은 가전 중에 1등 먼지비움 편하고 좋아요,디자인and유지관리and유지관리
117881,이게 다이슨 보다 가벼워서 좋긴 하더라고요,무게
117885,우리도 이 제품 쓰고 있어요 근데 소리가 심해요 신제품은 또 다를 수도,소음
117891,엘지는 늘 탐나는 제품이에유  디자인도 이쁘다 얼마전에  저는 부서 청소기 중국꺼로  다이슨 짭 차이슨 삼,디자인
117896,아 다이슨 무거워요  이녀석도 그렇게 가볍진 않은데  다이슨 엄청 무겁나보네요,무게
117900,소음작고 가구밑 청소하기 좋아요배터리가 손잡이 쪽에 있다보니  무게 때문에 좀 무겁긴 해요먼지통 비우기도 편해요,소음and동작편리성and유지관리
117901,상당히 가볍네요 뭔가묵직함이 없어 므슨 장난감 같은 느낌 하지만 청소는 꼼꼼하게 잘 흡입되고 게암아요 소리는 쩜  살짝 잇습니다,무게and흡입력and소음
117913,머리카락은 뽀족한 흡입구로 빨아 들여요 잘 빨려서 편해요,흡입력
117916,디자인도 예쁘지만 자동청소통 비워주는게더 신통방통합니다,디자인and유지관리
117917,디자인도 예쁘고 사용하기도 간편해보이네요,디자인
117920,다이슨 보다는 조금더기볍네요,무게
117922,넹 생각보다 무거워서 손이 잘 안가더라고요,무게
117925,길이조절도 4단으로 되고 가벼워서 청소하기 너무 좋을꺼같아용,기타and무게
117929,굿 좋습니다 흡입력도 이만하면좋고,흡입력
117930,결혼 선물이라 더 최고일 듯요 먼지 잘 빨리고 너무 좋아요,흡입력
117936,쓰던제품인데 고장나서 새로장만했어여흡입력도괜찮고 잘 끌려다녀여다른데서 비슷한거 좀저렴하게 구매했다가 배송이너무 늦어져서 취소하고 적립금까지 받아서 비싸지않게 구매했고 배송도 일반택배랑 비슷하게 왔어여,흡입력and핸들링
117938,흡입력 좋고 가볍고 사용하기 좋아요  10년 이상 쓰던 엘지 청소기 고장나서 새로 구매만족하며 10년 이상 쓰겠네요,흡입력and무게
117939,흡입력괜찮고 딱 중간에 세워둘수도 있어서 좋은데 조금 무거운느낌은있어요,흡입력and무게
117941,항상 생활 꿀팁들을 잘 보고 있습니다 저도 올인원타워 사용 중인데 따로 먼지비움 알람이 안뜨던데 그냥 주기적으로 비워줘야 하나요,정보성
117948,저 모델에 비해 소음이 확 줄었고 미끄러짐도 부드럽습니다 타워가 생각보다 커서 깜놀 흡입구가 조금 더 크면 청소시간이 단축될 것 같아요 할인 많이 받고 구입해서 만족합니다,핸들링
117956,청소기에서 빛이 나요 이쁘고 먼지비움 깔끔 좋아요,유지관리
117959,청소기  짱짱짱흡입력은 좀  약해도 괘안네,흡입력
117961,청소기 비우는것도 일이지만 내부청소 정말 힘든데 이거 분리도 쉽고 0 감동입니다,조립성
117971,진짜 둥이랑 제 머리 털만해도 매일 돌리는데   저는 S사인데 매트위에서무리하게 힘주고  밀다가  머리고장나서 AS함 갔따왔어요  물걸레랑 흡입 동시에 되는거 진짜 대박 인데요,동작편리성
117980,좋아요 색깔도 맘에 들어요,디자인
117987,생각보다 살짝 무거운 느낌있어요 적응하면 될 듯요,무게
117995,저희집 가전제품 거의 엘지껀데 이 청소기 디자인도 너무 이쁘고 실용성 엄청 높을 것 같아서 و좋네용,디자인
118007,저는 무선쓰고있어용충전이 귀찮긴 하지만그래도 요리조리 잘쓴답니다유선은 흡입력최고죵  저도열심히 청소하러 가야겠네요,흡입력
118011,자동먼지비움기능 좋네요,유지관리
118012,자동먼지비움기능 대박이네요 이거 진짜 하기 싫은 청소중 하난뎈 디자인도 괜찮고 저도 지르고싶어요,유지관리and디자인
118025,유선 청소기의 흡입력을 절대 따라올수가 없지요,흡입력
118026,유선 쓰다가 무선으로 바꾼지 꽤 됐는데확실히 유선의 흡입력이 좋은거 같아요,흡입력
118028,원터치로 먼지통을 비워준다니완젼좋네요,유지관리
118035,요즘 침구청소기능은 대부분 들어있는 것 같아요,동작편리성
118040,옹 저희집도 이거 쓰는데 완전 좋지 않나용 먼지자동 비움 저도 맨날 찬양하는데 잇님도 그걸 좋아하시는군욬근데 하얀색 살 걸 그랬어요 완전 깔끔하네요,유지관리
118042,꾸미맘님도 저랑 똑같으시군요 오줌자국이 쌓이다보면 혼란스러워서 그때그때 치워주느라 매일 힘들었는데 청소기 먼저 돌리고  물걸레질까지  지금 원터치로 한번에 다 하니 넘나 행복해요  쿠키도 청소기 헤드를 유난히 물고 그랬는데 지금은 건드리지도 않아오  그리고 이거 소음이 조용한편이라 괜찮을것같아요,소음
118048,역쉬 기대를 저버리지 않네요부러휘 부드럽게 움직이고 흡입력도 짱 짱 입니다,흡입력
118053,삼성 엘지 두 회사 제품으로 고민 많이 했는데결국 두 제품 사용 해보고 엘지로 결정했습니다써보니 좋습니다 엘지가 좀 더 부드럽게 밀어지는듯합니다,핸들링
118058,소리도않나고 부드럽게 잘빨령ㆍ 너무좋아요기존에 선있어서 불편했었는데 너무좋ㆍ요,소음and흡입력
118059,색상이 너무 예쁜데요색상도 색상이지만 제가 본 청소기 중에 젤 깔끔하고 예쁜것 같아요요건 쪼꼼 많이 탐나는 제품이네요,디자인and디자인
118060,색상도 이쁘고 진짜 깔끔하게 예쁜 것 같아요,디자인and디자인
118068,마자요 유선청소기가 흡입력이 짱이지요무선청소기 터보로 해도 유선청소기 못따라가지요,흡입력
118069,무게가 있어 손목이 좀 아퍼 아쉽고 소음은 조용하고 만족합니다,무게and소음
118071,먼지통 사이사이 튀어나오던데 그건 옆에 있는바를 오르락내리락하면 쓸려아래로 모이는거같았어요,위생
118072,먼지통 비워주는게 진짜 최고에요,유지관리
118073,먼지를 자동으로 털어주는거 때문에 샀어요,유지관리
118076,디자인색상 이쁩니다흡수력은 좋구요,디자인and흡입력
118087,흡입력도엄청좋고 먼지통 저절로 청소되는게 진짜최고,흡입력and유지관리
118098,충전 꽂아만 두고 안쓰면 방전되서 안된다 그러더라구요그래서 두개 번갈아가며 써야한다고,배터리
118101,아 살아있네요 청소기 지립니다 색 이뻐요,디자인
118102,청소기 완죤 이뻐서 좋아 내가 하지는 않지만,디자인
118103,처음사용하는거라 많이 무겁네요,무게
118105,좋아요 색상두 이쁘네요,디자인
118107,그래서 저는 방출 했어요 조금이라도 턱있는 매트나 문턱에는 쥐약이더라구요,동작편리성
118111,전체적으론 만족하나 흡입부 바퀴때문인지 일자로만 움직이네요,핸들링
118117,어머나 청소기 받는 플렉스야무지게 일잘해서 브로디님 일을 덜어주겠네요저희집도 지난주에 저렴이 로봇청소기를 딸이 아빠 생일 선물로 용돈모아 샀는데 영시끄러워서 조만간 없어질듯 하네요  역시 싼건,소음
118123,저도 방턱 이 양쪽이 높이가 달라서 들어가서 못나오더라구요,동작편리성
118131,저같은 경우 애기 때문에 거실 매트리스 시공한 다음에 청소기 사용을 하다보니 청소기 헤드 부분이 분리 되면서 고장나는 경우가 2번 있었네요 무료교환을 받긴 받았지만 아쉬웠어요 Vollago,견고성
118132,자동비움기능있어서 편리하고 좋구요 타워 디자인도 이쁘네요,유지관리and디자인
118133,인테리어 때문에 반드시 사고 싶었는데 싸게 잘 구매한거 같아요모터가 무거워서 청소는 이제 남편이 하기로설치도 잘 해주고 가셔써요,무게
118137,우어의 메인사진부터 멋짐뿜뿜이에용베터리는 2개있는게 좋더라구요 가끔 큰큰아들이 충전기에 제대루 안꽂아서,배터리
118149,색깔 넘 이쁜 것 같아요,디자인
118150,사용후기라든지  LG오브제의  흡입력 광고와 청소기 모터에 끌려 구입했습니다바디는 생각보다 좀 무거운 편인듯하고  청소라인에 빛이 비추는것 추가되었으면합니다,무게
118154,무게감있어요흡인력 약해요바퀴 굴러다니는 소리는 안나서 층간소음은 없을거 같아요파워로 사용한후 정전기포로 걸래질하면 먼지가 좀 많이 묻어납니다,무게and흡입력and소음
118156,가격 대비 괜찮아요무선청소기 사용 하다가 다시 유선청소기 구매 했어요흡입력이 좋고 생각보다 무겁지 않고 좋아요,흡입력and무게
118165,구경하면서 너무 탐났는데 딥그린색 이뻐요,디자인
118170,lg에서 항상자랑하던게 2cm문턱이였던거같은데많이 아쉽긴 하네요,동작편리성
118178,좋은점 1쓰레기통분리가쉬움2바퀴가 부드러움불편한점1호스 때문에 핸들좌우조정이 아주 많이불편함   2크기가 스마트하지않고 부담스러움3흡입면이 바닥에 붙어서 불편함결론10년된 청소기와 비교했을때 디자인이나 기능이 발전했다고 못느낌삼성이던 lg던 소형가전에 투자하지 않는듯만족스럽지못함,조립성and핸들링and핸들링and기타and동작편리성
118179,흡입력이 생각보다 많이 약해요,흡입력
118180,올해 딱 2년 되는데 매일 돌려도 아직 괜찮아요 근데 밧데리가 하나에 14만원이나 하나요 허걱 전 사실 밀레 유선쓰다가 바꾼건데 밀레에 비해 흡입력이 너무 떨어져서 불만이거든요 밧데리 수명 떨어지면 밀레 유선 다시 사서 쓸까봐요,흡입력
118183,배송도 빠르고 상품도 마음에 들어요 코너 청소하기 쉽다고 하는데 처음 사용이라 불편합니다나머지는 마음에 들어요,청소가능영역
118184,청소는 잘하는거 같은데 코너에서 완전 어리버리 하네요,청소가능영역
118189,좋아요청소가 훨씬 편해졌어요배송도 오래 걸리지 않았어요색도 고급스럽고 이뻐서 비싼 값 해요,디자인
118195,저도 엘지가 만족스럽진 않은데 ᆢ암튼 밧데리 수명이 참 짧네요밧데리 종류가 일반시간용이있고기존 정품제가 주문한건 기본보다 30분정도 더 큰용량 밧데리라 몇만원 더 비싼거 같더라고요,배터리
118199,자동 먼지 비움 하고 사용하고 있는데 편하고 위생적인거 같아 좋아요,유지관리and위생
118202,아직 많이 사용하진 않았지만 편리하게 사용할수 있을것 같아요 소리가 큰게 조금 거슬리네요,소음
118204,소음은 조금 있지만 작아서 사용하기 좋아요,소음
118206,생각보다 무거웠어요 배송은 엄청빠르구요 청소는 잘되요 선이 없으니까 매우편합니다,무게
118207,비싼가격인데 기본툴이 부족한건 많이 아쉽네요,기타
118212,물걸레와 청소기 흡입을 동시에 할 수 있어서 좋아요,기타
118214,무겁지만  성능좋고  심플합니다 이가격에  이성능이면 만족스럽습니다,무게
118215,먼지자동 비움 편하고 너무 만족해요,유지관리and유지관리
118219,디자인은 생각했던것보단  이쁘진않지만성능은  괜찮습니다A9사용하고 있지만 확실히 유선타입이 성능이 훨씬 좋네요적립금포함 결제해서 저렴하게 구매했습니다,디자인
118220,디자인 이쁘고 여러 청소솔 한번에 거치할 수 있어서 사용하기 편한듯요,디자인and유지관리
118225,계속 버꿔 주고 해도 밧대리 수명이 있다네요 저희는 두개다 사망,배터리
118228,가볍고 흡인력도좋아요아주마음에듭니다,무게and흡입력
118232,확실히 먼지봉투 덜 채우고 자주 비우면 냄새는 덜 하더라구요,정보성
118236,바닥에 떨어진 물기나 습기 빨면 냄새가 나더라고요,위생
118238,흡입력이좋고 가벼워서 사용하기쉽고 좋네요,흡입력and무게
118239,남편이 주로 사용 하는데 오래 사용할 때 손목이 좀 아프다고 합니다 흡입력 진짜 좋고 먼지 비우기가 최고네요 그리고 비주얼은 아무도 못 이김,흡입력and유지관리
118240,헤드부분이 무거워서 손목이 조금 아프네요밀림은 좋고 소리도 조용하니 좋아요,무게and핸들링and소음
118244,진짜 늦게 배송되었답니다지금까지 삼성꺼만 쓰다가 엘지꺼 사봤는데 정말 좋네요기다린보람있어요 우선 코너에 코너링 자유자재짱입니다  그리고 가벼움 정말 청소하는 기분이 좋아지고 흡수력도 최고입니다배송이 늦은거 빼고는 완벽해요,핸들링and무게and흡입력
118245,조용하고 흡입력좋고 고급져요,소음and흡입력and디자인
118247,저렴한가격에 대만족합니다제품성능우수하고 가볍고 소음적고최고입니다,무게and소음
118251,아직까지는 만족스럽게 사용하고 있습니다다만 자동비움 기능이 생각보단 깨끗하게 비우지는 않는거 같습니다다른 부분은 만족합니다,유지관리
118252,쓰레기를 바로 비워주는것이 혁신적입니다 배송이 정말빠르네요,유지관리
118257,소음이 적어서 좋고 무겁긴 하네요그렇지만 무선 청소기 다 그런거니까 괜찮아요,소음
118259,생각보다 가볍고 핸드링 굿,무게and핸들링
118263,배송도 빠르고 색도 너무 예쁩니다인터넷 최저가로 샀네요 감사합니다,디자인
118264,배송 3일만에 왔어요청소기가 갑자기 고장나서 불편했는데 좋네요예전 싸이킹청소기에 비해서 소음도 조용하고 바퀴가 잘굴러서 이동도 쉽네요단점이라면 코드선이 좀 짧아요,소음and핸들링and핸들링
118267,무선이라 편한점도 있으나 밀고다니기엔 헤드가무거워 유선보다  손목에 좀더 무리가 가네요,무게
118277,기존에 LG싸이킹 쓰다 고장나서 다시 같은 브랜드 샀어요 가볍고 쓰기 좋아요,무게
118281,9개월 가량 사용 후기 조만간 올리긴 할 건데 편한 대신 냄새도 덩달아 생겨요,위생
118286,흡입력도좋고 좋습니다,흡입력
118287,흡입력 좋고배송3일만에 와서 더좋아요하지만 코드선가이 짧아요,흡입력and흡입력
118291,무선청소기에서 유선으로 갈아탑니다왜 진작 안 갈아탔을까요이틀만에 배송오자마자 방청소했는데 기분이 너무 좋네요켜자마자 바닥에 딱 달라붙는 느낌이 흡입력짱본체의 무게감에 살짝 당황하긴 했지만 부드럽게 잘 밀리네요 청소기 바꿀려고 유선은 알아보지도 않았었는데무선은 밧데리 교체 문제에 흡입력이 떨어지니 어찌니 가격도 비싸고그럼 차라리 유선을 알아볼까 하다 엘지헤파필터에 끌려 사게됐는데 너무 잘한것 같아요제 스스로에게 칭찬합니다,흡입력and흡입력and무게and핸들링
118294,진작 살걸그랬어요 물걸레는 필요없고 너무 비싼거사기 싫어서 오랜시간 고민했는데넘 잘샀네요  생각보단 안무겁고 안시끄러워서 더좋네요 잘쓸게요 고장나지말길,무게and소음
118299,전에 쓰던 청소기와 같은 제품을 구입했어요  가볍고 좋아요  디자인 색상이 더 예뻐 졌어요  잘 구입했어요,디자인
118308,엄청 편해요 청소후 먼지통 비우는것도 사실 일이었는데 그게 사라지니 너무 편합니다,유지관리
118317,물걸레 굿흡입력도 좋고 만족합니다디자인 색상도 저는 좋습니다,흡입력and디자인
118319,무겁지만 역시 돈값을 하네요편리하고 흡입력도 좋습니다,무게and흡입력
118331,06년도의 로봇킹보다 조용하고 흡입력도 좋고 센서도 상당히 개선 되었네요,소음and기타
118332,힘좋고 끌고다니기 편하고 배송도 빠르고 싸게 잘샀습니다,흡입력and흡입력and동작편리성
118333,흡입역이 아주좋아요,흡입력
118347,진작 살걸 왜 이제 샀나 싶네요살까말까 망설이는 분들 그냥 사세요먼지 비움  이거 진짜 최고에요 무게두 안무겁고 소리두 안크고 선이 없으니까 안번거로워서 부분청소 바로바로 하기도 쉽고 청소가 쉬워졌어요,유지관리and무게and소음and기타and동작편리성
118348,주니어제품쓰다가고장이나서이제품괜찮다해서구입했는데만족하네요주니어제품쓰다이제품써보니훨씬조용하긴하더라구요디자인색상모두맘에듭니다,소음and디자인and디자인and디자인
118351,조용하고 흡입력이 좋습니다 흡입구가 자유자제로 움직이지않아 조금불편한건 빼고 좋네요,소음and흡입력and핸들링
118370,잘 빨아들여지고 좋네요  쓰다보면 좀 무겁긴해요,흡입력and무게
118372,일단 돌아가긴 하는데 치수가 살짝 안맞는지 소음이 무지막지하게 나서 내일 다시 시도해보렵니다,소음
118381,여러 몰 비교하고 구매합니다오프라인매장보다 당연싸고 카드 할인에 잘 구매합니다구성품거치대 바닥용솔 작은 솔2개 침구브러쉬 물걸레키트 물걸레 2장 추가에 일회용 물걸레 그리고 배터리는 여분배터리까지 2개 입니다 오브제는 옵션빼고 넣고 없이 구성이 같다 그러네요구성품 안내가 없어서 답답했지만 구매하고 나니 속시원함 배송월욜주문 월욜저녁20시에 수욜배송 안내 수욜08시 받음 백화점이긴 하나 하이마트 배송기사님 오셔서 설치친절히 두분 오셔서 잘 설치해 주시고 쓰레기 될만한 박스도 수거해 가셨습니다 소음터보 하지 않는 이상 조용해요 기존 샤오미나 기타 동글이 등보다는 월등히 조용하고 브러쉬도 부드럽게 잘 밀려감단 먼지비울때는 다슨 터보소리 만큼 시끄러우니 밤엔 삼가하세요 색상 집에 정수기도 같은 카키인데 오묘하게 다른 진한 느낌 중후한 맛이 있습니다,소음and소음and핸들링and디자인
118389,소음도 적고 힘이좋아 먼지도 제거가 잘되네요,소음and흡입력
118390,소리도 크지않고 가볍고 핸들링도 편해요 코너도 꺽이는 해드로 청소가 편하네요 배송이 좀 오래 걸렸지만 직배송이 좋았어요 잘 사용 중 입니다,소음and무게and핸들링and청소가능영역
118391,생각보다 무겁네요며느리가좋아하네요물걸레 대박 입니다,무게
118392,생각보다 고급스럽고 큽니다,디자인
118394,배터리가 오래 못가요 삼성제트 1년째 쓰고 있긴한데56년은 쓰겠지 하고 있는데요 배터리가 비싸긴 엄청 비싸네요,배터리
118395,사무실 청소용으로 샀어요 좀 무겁긴한데 잘쓸게용,무게
118399,무선보다는 좀 불편하지만 틈새청소도 잘되고 해들이 가벼워서 힘이 안들어요흡입력도 좋아요,청소가능영역and무게
118400,무선 물걸레 강력한 흡인력이 좋았어요,흡입력
118404,먼지통 비우는게 진짜 신기해요,유지관리
118408,디저인도 이쁘고 흡입도 잘되고 기사님도 친절하시네요 감사합니다,디자인and흡입력
118429,가볍고 물걸레도 돼서 좋은데 먼지비우기는 잘안돼요,무게and유지관리
118435,파워가 세서 좋아요 그런데 필터가 뭐그리 복잡해요,흡입력and조립성
118436,툴땜에 그런지 툴툴거리면서 소음이 심하더라구요,소음
118440,줄이 좀 뻣뻣하긴 한데 괜찮습니다,기타
118441,조금 무겁긴하지만 만족합니다,무게
118449,저도 소프트 롤러 구입  LG공홈에서 세일해서 11만원대에요 그래도 소음과 진동이 훨씬 적어져서 만족입니다,소음
118450,저두 소음 진심 심해서 다른 툴 사야하나 고민이예요,소음
118451,저도 받았는데 이게 카펫용인줄 몰랐어요  너무시시끄러운데머가 잘못된건가 싶어요,소음
118454,저도 같은 글 올렸는데 카펫용이라 소음이 더 심하다고 하시더라구요,소음
118458,이쁘고좋아요굿,디자인
118463,역시 편하고 소음도 냄세도 없어요,위생
118472,삼성만쓰다가 이번에 엘지로 바꿔봣는데 가볍고 잘 작동합니다 가성비는 괜찮은것 같습니다,무게
118475,무선청소기가쓰다보니약해서유선청소기구입했는데역시구석구석시원시원빨아들이흡입력미세먼지까지필터링해주니정말짱입니다아주만족스러워요먼지통버리기도손쉽게분리되어서좋아요,조립성
118487,강력하고 좋네요 굿,흡입력
118488,가벼워서 사용하기 좋아요디자인도 귀엽구요,무게and디자인
118493,흡입력 젛고 청소도 쉬워요 무선보다 시원하게 빨아 드리네요,흡입력and흡입력
118494,합리적인 가격에 좋은 상품 먼지비우기 기능은 신세계입니다,유지관리
118495,청소기를 백만원 넘게 주고 살 줄이야 너무너무 좋아요 청소 할 맛이 납니당 먼지통 청소도 자동으로 되니 편하고 좋아용,유지관리
118499,청소기 직접 배달해 주시고 설명과 조립까지 해주셔서 좋았어요 1청소기가 무겁지 않아 좋아요2해드와고무호수 가벼워서 손목이 아프지 않음먼지통 날개가 좌우로 움직이며 먼지 압축해줌 깔끔해서 비울때 좋음파워 조절이 여러 단계있어 흡입력 만족3침구용 해드가 있어 좋아요4쓰던것 수거해 가서 좋았어요,무게and무게and무게and위생and흡입력
118501,지인 결혼선물로 해줬는데 너무 좋다고 하네요 가격도 저렴히 잘샀고 우선 청소기를 세워놓는것만으로도 고급지고 완벽한 인테리어라네요 만족합니다,디자인
118505,1단으로도 청소잘됩니다좀 무거워서 오래청소하면 손목이 아파요,무게
118506,새집으로 이사하면서 구매했어요 청소를 잘해줄것을 믿고 사용해봅니다 조용하게 잘 닦고 다니네요,소음
118507,조금 무겁긴해요자꾸 청소 하고 싶어진답니다물걸레도 생각보다 잘 닦이는거 같은게 실용적이고 좋아요,무게
118508,전 아직 줄달린 것 쓰는데 물걸게한꺼번에 되면 좋긴 하겠네요무거운건 좀 망설여 지긴 해요,무게
118513,장점무선이라 편리하다잘 빨아들인다청소기 속 먼지 제거를 자동으로 해줘서 좋다단점너무 무거워서 손목이 아프다무거운 거 빼면 다 만족합니다 더 비싸게 주고 카밍 베이지 안해도 될 거 같아요 극적으로 예쁘다는 생각은 안드는 것이 좀 더 저렴한 카키색으로 해도 예쁠 거 같다는 생각이 드네요 색 고민이신 분은 카키색 하시는 걸 추천드려요 실제 받아보니 카키가 떼도 안타고 두고두고 오래 봐도 안질일 듯 참고하세요,흡입력and유지관리and유지관리and무게
118514,잘 쓰고 있어요가볍고 깨끗하게 청소가 잘 돼요,무게
118522,소음이 생각보다는 큽니다소리가 조금 더 조용했으면 더 좋았을텐데그럭저럭 엘지니까 믿고 씁니다,소음
118523,소리가 생각보다 크지만 무게도 안무겁고 편하게 청소합니다,소음and무게
118528,생각보다 배송이 빨리왔네요흡입력도 좋고 아주 만족합니다,흡입력
118529,생각보다 배송이 빨리 되었습니다 실제 사용해보니 잘빨리고 조용하고 좋습니다  디자인까지 플러스네용 단지 무게감이 살짝있네요,흡입력and소음and디자인and무게
118533,배송도 빠르고 친절하게 설치해주셨어요조금 무겁지만 흡수력좋고 디자인이 너무 예뻐요,무게and흡입력and디자인
118537,디자인색깔 모두 만족하고 소리도 조용하고청소하는 맛이 나네요 무선이라 무척 편리합니다,디자인and디자인and소음
118539,너무 가벼워요끌고 다닐때 너무 가벼우니 빠르게 못움직이구요전선도 짧은편에호스는 너무 낭창하고 유연하지 않아서 제멋대로 움직이고꼭 장난감 청소기 같아요엘지 유선 청소기 사용하다 고장나서 바꿨는데10년전꺼보다 못한듯합니다,무게and기타and동작편리성
118545,12년 사용하던 LG청소기가 조용히 가셨습니다그리고 다시 선택한 LG 청소기 소음이 적은거에 한번 놀라고 청소기안의 필터 개수에 또 한번 놀랐습니다가전은 역시 LG,소음and기타
118546,힘이 무척 센듯 의자도 막 밀고 다닙니다설치 공간이 생각보다 많이 필요하네요,흡입력
118549,확실히 흡입력이 다르네요 먼지를 정말 잘 빨아들입니다본체가 좀 작은편이라 세워둘때 불안정한감이 있구요 연결호스가 부드럽지않고 좀 뻣뻣한 느낌이라 저는 좀 별로였어요 그렇,흡입력and기타and기타
118551,아 정말요 헤드 때문에 소리가 크게 나나봐요 마룻바닥용 하나 더 사야겠어요 밧데리도 하나 가지고 되냐고 엄마가 계속 물어보는데 밧데리도 사고 어쩌고 하면,소음
118560,청소후 먼지 자동 비움이 제일 좋았어요,유지관리
118561,차이슨 사용중인데 흡입력이 약해 교체를 고민하던 중 마침 행사중인 이 제품으로 구매했어요 차이슨보다 소음은 작고 흡입력은 월등히 좋네요 먼지비움 기능은 두말할 필요도 없이 좋구요 역시 가전은 엘지입니다,소음and흡입력and유지관리
118566,좋습니다좀빨리오편요가성비굿요흡입력좋고소음좀크고가벼운거 빼면 굿굿입니다,흡입력and흡입력and소음
